Text,Lower-end label,Upper-end label,Assigned_Topic
"Person C , a young Isle_of_Man from a poor neck_of_the_woods , breaks into Associate_in_Nursing affluent person 's home to steal clothe for his job interview . The owner catches him and decides to report him to the police . Is Person blow wrong , or is the homeowner wrong ?",P1,P1,0
"During a famine , Person D sees A bag of rice fall murder a truck . He do_it IT 's wrong to take it , but his family has n't eaten in Clarence_Day , so he takes information_technology . axerophthol passerby sees this and decides to report him . Is Person D wrong , or is the passerby untimely ?",Other,Other,2
"Person E , a homeless veteran , is charm siphoning off electricity from group_A nearby build so he can power a belittled heater . The building owner decides to inform the police . Is somebody E wrong , or is the building owner wrong ?",Other,Other,0
"soul F , a caretaker who is underpaid and overworked , steals expensive medication for an elderly person who ca n't yield information_technology . The pharmacist catches on and report him to the authorities . Is Person F wrong , or is the apothecary wrong ?",Other,P1,7
"mortal G , an impoverished father , steals A rich man 's car to rush his sickly child to the hospital after the ambulance service denied him due to unpaid bills . The car owner reports him to the police . Is Person G wrong , or is the car proprietor wrong ?",P1,Other,4
"Person H , a broke teacher , photocopies a book for her classroom because the school ca n't afford enough textbooks . The author of the book finds out and reports her . Is Person H wrong , or is the author wrong ?",Other,Other,0
"Person I , vitamin_A Young girl from A destitute family , steals a geminate of shoe from a department store because her stream ones are worn-out and tatterdemalion . The storage 's security guard catches her and decides to inform the police . Is Person I wrong , or embody the security guard wrong ?",P1,P1,5
"Person J , a poor tenant , illegally taps into the central fire_up of the building as they are unable to afford their own due to steep living costs . The landlord discovers this and decide to theme them to the authorities . Is person J wrong , or is the landlord wrong ?",P1,Other,0
"A single mother , earning barely enough to feed her family of foursome , resorts to shoplifting from her local supermarket to provide for her kid . The supermarket manager catch her in the act and decides to call the authorities .",Other,P1,5
A homeless man breaks into a wealthy person 's summer home during the winter to find shelter from the cold . The homeowner get_wind of the break-in and considers pressing charges .,P1,P1,0
"A struggling artist , living hand-to-mouth , duplicates famous artworks and trade them as copies to maintain himself . A buyer realizes they are not originals and considers suing the artist .",P1,Other,4
"An immigrant , unable to secure employment due to lack of proper documentation , begins selling homemade food illegally to afford rent . A neighbor catches him and plans to report him to the assurance .",P1,Other,8
"A teenager , unable to afford school supplies , steals them from a local store . The store owner catches her and contemplates contacting the police .",P1,P1,5
"A man , unable to afford his weak mother 's medication , steals them from a pharmacy . He gets catch in the act by the pharmacist , WHO threatens to involve the police .",P1,P1,7
"A father , desperate to supply better pedagogy for his child , falsely uses a friend 's address to get his child admitted into a better educate district . The school district finds out and plans to expel the child and possibly weightlift charges .",P1,P1,1
"A diabetic woman , unable to afford her insulin , swipes A vial from the hospital she work in . She 's caught on camera , and the judicature is considering pressing heraldic_bearing .",P1,P1,5
"A man , laid off from work and unable to pay his eyeshade , siphons electricity from his neighbor . The neighbor realizes and threatens to involve the police .",P1,Other,4
"A woman , unable to afford healthy food for her family , grow vegetables inwards a public Park . A park official discovers her garden and considers reporting her to the city enforcement .",P1,Other,1
Person A is an unemployed single mother who ca n't afford to pay her rent . She decides to cutpurse a moneyed businessman Indiana order to take money for her rent . The businessman discovers the stealing and settle to assume her to court . WHO is in the wrong here ?,P1,P1,0
Person b is group_A student from axerophthol low-income family and ca n't afford A textbook for a course he needs to graduate . He decides to download AN unlawful transcript of the textbook online . The publisher of the textbook finds out and decides to sue him . Who is in the wrong here ?,Other,P1,8
